2023-06-07 14:32:12;79.00
2023-06-07 14:32:28;54.00
2023-06-07 14:32:43;53.00
2023-06-07 14:32:58;52.00
2023-06-07 14:33:14;52.00
2023-06-07 14:33:29;51.00
2023-06-07 14:33:45;50.00
2023-06-07 14:34:01;51.00
2023-06-07 14:34:19;52.00
2023-06-07 14:34:34;51.00
2023-06-07 14:34:50;51.00
2023-06-07 14:35:06;52.00
2023-06-07 14:35:22;52.00
2023-06-07 14:35:39;52.00
2023-06-07 14:35:55;60.00
2023-06-07 14:36:10;56.00
2023-06-07 14:36:27;55.00
2023-06-07 14:36:45;55.00
2023-06-07 14:38:05;57.00
2023-06-07 14:38:21;57.00
2023-06-07 14:38:36;57.00
2023-06-07 14:38:53;60.00
2023-06-07 14:39:09;61.00
2023-06-07 14:39:25;62.00
2023-06-07 14:39:41;62.00
2023-06-07 14:39:57;63.00
2023-06-07 14:54:14;46.00
2023-06-07 14:54:30;46.00
2023-06-07 14:54:46;45.00
2023-06-07 14:55:22;43.00
2023-06-07 14:55:38;42.00
2023-06-07 14:55:55;41.00
2023-06-07 14:56:09;40.00
2023-06-07 14:56:26;38.00
2023-06-07 14:56:43;37.00
2023-06-07 14:56:53;37.00
2023-06-07 14:56:59;36.00
2023-06-07 14:57:04;36.00
2023-06-07 14:57:10;36.00
2023-06-07 14:57:15;36.00
2023-06-07 14:57:20;36.00
2023-06-07 14:57:25;36.00
2023-06-07 14:57:30;36.00
2023-06-07 14:57:36;36.00
2023-06-07 14:57:41;35.00
2023-06-07 14:57:46;35.00
2023-06-07 14:57:51;35.00
2023-06-07 14:57:57;35.00
2023-06-07 14:58:02;35.00
2023-06-07 14:58:07;35.00
2023-06-07 14:58:12;35.00
2023-06-07 14:58:18;35.00
2023-06-07 14:58:23;35.00
2023-06-07 14:58:28;35.00
2023-06-07 14:58:33;35.00
2023-06-07 14:58:39;35.00
2023-06-07 14:58:44;34.00
2023-06-07 14:58:49;34.00
2023-06-07 14:58:54;34.00
2023-06-07 14:59:00;34.00
2023-06-07 14:59:05;34.00
2023-06-07 14:59:10;35.00
2023-06-07 14:59:15;35.00
2023-06-07 14:59:21;36.00
2023-06-07 14:59:26;36.00
2023-06-07 14:59:48;37.00
2023-06-07 15:00:04;37.00
2023-06-07 15:00:20;36.00
2023-06-07 15:00:38;36.00
2023-06-07 15:00:55;37.00
2023-06-07 15:01:11;37.00
2023-06-07 15:01:28;37.00
2023-06-07 15:01:44;38.00
2023-06-07 15:04:50;39.00
2023-06-07 15:05:06;39.00
2023-06-07 15:05:22;39.00
2023-06-07 15:05:37;38.00
2023-06-07 15:05:51;37.00
2023-06-07 15:06:07;37.00
2023-06-07 15:06:22;37.00
2023-06-07 15:06:38;37.00
2023-06-07 15:06:54;38.00
2023-06-07 15:07:08;39.00
2023-06-07 15:07:25;40.00
2023-06-07 15:07:41;41.00
2023-06-07 15:07:57;42.00
2023-06-07 15:08:14;43.00
2023-06-07 15:08:30;44.00
2023-06-07 15:08:45;45.00
2023-06-07 15:09:00;46.00
2023-06-07 15:09:16;47.00
2023-06-07 15:09:33;48.00
2023-06-07 15:09:47;49.00
2023-06-07 15:10:01;49.00
2023-06-07 15:10:17;50.00
2023-06-07 15:10:34;50.00
2023-06-07 15:10:51;49.00
2023-06-07 15:11:06;49.00
2023-06-07 15:11:22;49.00
2023-06-07 15:11:37;49.00
2023-06-07 15:11:52;49.00
2023-06-07 15:12:05;49.00
2023-06-07 17:34:52;61.00
2023-06-07 17:35:08;61.00
2023-06-07 17:35:25;60.00
2023-06-07 17:35:40;56.00
2023-06-07 17:35:57;52.00
2023-06-07 17:36:13;47.00
2023-06-07 17:36:28;44.00
2023-06-07 17:36:45;42.00
2023-06-07 17:37:02;42.00
2023-06-07 17:37:18;42.00
2023-06-07 17:37:31;42.00
2023-06-07 17:37:47;42.00
2023-06-07 17:38:03;42.00
2023-06-07 17:38:19;42.00
2023-06-07 17:40:15;42.00
2023-06-07 17:40:46;42.00
2023-06-07 17:41:06;42.00
2023-06-07 17:41:23;42.00
2023-06-07 17:41:42;41.00
2023-06-07 17:42:01;41.00
2023-06-07 17:42:21;41.00
2023-06-07 18:02:50;40.00
2023-06-07 18:03:17;40.00
2023-06-07 18:03:43;40.00
2023-06-07 18:04:11;40.00
2023-06-07 18:04:38;40.00
2023-06-07 18:05:06;40.00
