2023-06-05 17:06:21;0
2023-06-05 17:06:33;0
2023-06-05 17:06:44;0
2023-06-05 17:06:56;0
2023-06-05 17:07:07;0
2023-06-05 17:07:19;1
2023-06-05 17:08:16;0
2023-06-05 17:09:50;0
2023-06-05 17:10:04;0
2023-06-05 17:10:15;0
2023-06-05 17:11:27;0
2023-06-05 17:11:44;0
2023-06-05 17:11:58;0
2023-06-05 17:12:12;0
2023-06-05 17:12:27;0
2023-06-05 17:12:46;0
2023-06-05 17:13:07;1
2023-06-05 17:13:24;0
2023-06-05 17:13:43;0
2023-06-05 17:14:00;0
2023-06-05 17:14:14;0
2023-06-05 17:16:12;0
2023-06-05 17:16:23;0
2023-06-05 17:16:35;1
2023-06-05 17:16:46;0
2023-06-05 17:16:58;0
2023-06-05 17:17:13;0
2023-06-05 17:17:24;0
2023-06-05 17:17:35;0
2023-06-05 17:17:49;0
2023-06-05 17:18:02;0
2023-06-05 17:18:10;0
2023-06-05 17:18:19;0
2023-06-05 17:18:28;1
2023-06-05 17:18:38;0
2023-06-05 17:18:47;0
2023-06-05 17:18:55;0
2023-06-05 17:19:03;0
2023-06-05 17:19:12;0
2023-06-05 17:19:20;1
2023-06-05 17:19:28;0
2023-06-05 17:27:19;0
2023-06-05 17:27:28;0
2023-06-05 17:27:37;1
2023-06-05 17:27:47;0
2023-06-05 17:27:55;0
2023-06-05 17:28:04;1
2023-06-05 17:28:16;0
2023-06-05 17:28:29;0
2023-06-05 17:28:37;1
2023-06-05 17:28:51;0
2023-06-05 17:29:07;0
2023-06-05 17:29:21;0
2023-06-05 17:29:30;0
2023-06-05 17:29:45;1
2023-06-07 15:22:27;0
2023-06-07 15:39:05;0
2023-06-07 15:39:15;0
2023-06-07 15:39:24;0
2023-06-07 15:39:34;1
2023-06-07 15:39:44;1
2023-06-07 15:39:53;1
2023-06-07 15:40:03;1
2023-06-07 15:40:12;1
2023-06-07 15:40:22;1
2023-06-07 15:40:31;0
2023-06-07 15:40:41;1
2023-06-07 15:40:51;0
2023-06-07 15:41:01;0
2023-06-07 15:41:10;0
2023-06-07 15:41:20;0
2023-06-07 15:41:29;1
2023-06-07 15:41:39;0
2023-06-07 15:41:48;1
2023-06-07 15:41:58;1
2023-06-07 15:42:07;0
2023-06-07 15:42:17;0
2023-06-07 15:42:26;1
2023-06-07 15:42:36;1
2023-06-07 15:42:46;1
2023-06-07 15:42:56;1
2023-06-07 15:43:06;1
2023-06-07 15:43:16;0
2023-06-07 15:43:25;0
2023-06-07 15:43:35;0
2023-06-07 15:43:45;0
2023-06-07 15:43:59;0
